customer_id,stage,segment,conversion_rate,click_through_rate,engagement_score,bounce_rate,page_views,timestamp,retention_period,retention_rate
103,Awareness,frequent,0.05868998114167103,0.08156372173237357,58.82814432660552,73.07376256550342,22,2018-05-10 03:45:59,215,0.8304360386654216
436,Awareness,frequent,0.06780063635744983,0.09902471660425906,53.97630379444465,46.924759803217405,28,2020-11-30 16:47:37,39,0.6006031145799828
861,Awareness,frequent,0.0938244641972616,0.09052325606350749,78.89795409157071,58.42439980947414,21,2022-07-31 20:22:35,363,0.6912554490149769
271,Awareness,frequent,0.07189842530743597,0.0646029102108232,98.26114651328118,57.48686259618698,21,2021-03-01 12:23:01,288,0.6464783980120812
107,Awareness,frequent,0.07836386856989286,0.07667432807683701,88.67589222762956,49.22311985299885,20,2022-03-25 17:51:27,107,0.8295981783931472
72,Awareness,frequent,0.058958343741935745,0.061468050318538,87.26290232735178,47.85847539736062,24,2021-10-31 19:49:56,161,0.5593320302874095
701,Awareness,frequent,0.07464241404921983,0.07594439736996911,91.50387618456713,59.800235707148616,21,2019-12-27 03:22:34,256,0.5757280347457774
21,Consideration,frequent,0.13670646906000417,0.14036062764310234,95.05954923244148,58.19452003231896,46,2019-09-25 09:25:15,266,0.7463312418342654
615,Awareness,frequent,0.08867316317590385,0.053288541427453734,65.20008187240758,71.37294413339275,36,2022-03-26 06:04:42,72,0.654030431216715
122,Awareness,one_time,0.05405953578995108,0.05687121753283835,28.68545418686694,58.953349350063846,35,2020-12-13 03:30:48,161,0.2001661049733522
467,Awareness,frequent,0.09310361343750576,0.05036553145633924,87.56741111319195,53.26204078400498,21,2020-11-12 10:40:37,294,0.5435374973664391
215,Awareness,one_time,0.06369140487099634,0.06893338278530753,43.67626162828945,59.23053211950318,20,2022-10-25 20:05:03,34,0.43833558074491463
331,Consideration,one_time,0.11042625595343955,0.12093341352701079,44.64232220599837,76.71875835983069,39,2022-09-24 21:56:37,334,0.26729297546251424
459,Awareness,frequent,0.05731914525713657,0.07247579257641303,96.67293370683126,45.9607398180618,21,2021-02-02 13:50:12,211,0.5212507211092178
88,Consideration,one_time,0.17420463606006767,0.17323371383291847,29.26823304402976,76.65839649212876,35,2022-04-17 06:14:54,56,0.24280647091748372
373,Decision,one_time,0.2350929088640104,0.215607080821055,49.241687912054175,36.71110590217255,75,2022-04-12 14:08:20,268,0.4112497491207717
100,Consideration,frequent,0.1448225909237846,0.14453482350878616,80.64347187760445,66.61917907667416,51,2020-07-03 06:50:45,64,0.6319437064675817
872,Consideration,frequent,0.18260871595640288,0.1816587120678444,88.3474577190465,57.31837591700789,43,2019-11-01 18:15:08,176,0.5121684565248461
664,Decision,frequent,0.2958357017345382,0.20342068090082466,63.762134362519795,24.52336994374747,63,2019-02-23 20:25:41,229,0.8878775818563176
131,Consideration,frequent,0.13018742152304125,0.11355403238291746,50.10998221323412,69.87007874330484,43,2021-01-16 07:16:38,361,0.6505372592806401
662,Awareness,frequent,0.052298619360023973,0.07093063010688236,73.04984646041203,64.40798928039463,36,2019-12-31 10:00:28,175,0.8735501099656733
309,Awareness,one_time,0.09458546633924694,0.08754932467121543,29.27487690773815,66.09913382638211,21,2021-06-16 08:34:30,18,0.16159515023470644
770,Decision,one_time,0.21370781674983208,0.25859563058887103,47.897938907854154,23.040760364278643,52,2018-11-18 10:52:28,134,0.41930325827038395
344,Awareness,frequent,0.08569573708512529,0.09203906744242189,52.53902909488327,42.37851362017136,25,2021-02-24 04:21:03,261,0.6318242830142228
492,Awareness,frequent,0.08257742136739678,0.08352176592553537,52.28671775023035,60.63025766231782,28,2022-02-03 02:09:56,108,0.6622145516176178
414,Consideration,one_time,0.11408963699099774,0.10395158049631287,49.56084468969577,54.44921033156795,39,2022-08-30 13:20:11,93,0.3073280519700312
806,Decision,frequent,0.285068587232476,0.2757058729772557,60.065052224181564,34.41404469494096,58,2018-09-12 04:09:46,80,0.6869249667196373
386,Awareness,frequent,0.0764836740456267,0.05014442551188118,84.41351251298084,63.54782115080356,35,2021-09-30 19:26:58,102,0.6580046494539128
192,Consideration,frequent,0.1551894649105209,0.19656734983031438,57.34566503574185,57.4175170318118,52,2020-03-26 17:52:52,219,0.5115556063965848
956,Awareness,frequent,0.09774300379677345,0.06624000289268475,95.0580107613066,79.71164651854647,23,2020-04-01 20:32:33,20,0.6475989684784713
277,Consideration,frequent,0.17750478784772797,0.1830881609679057,87.40140313214182,66.93646645758385,54,2021-02-10 10:42:08,250,0.5762926838481265
161,Awareness,frequent,0.06762791277355043,0.06435451015497352,52.723013566288394,75.29538311773746,25,2018-09-29 14:30:04,280,0.872391719275605
460,Awareness,frequent,0.08340719622912313,0.0781018898076562,63.61011844539034,76.86517560574507,24,2021-08-20 14:48:34,324,0.602670449226544
314,Decision,frequent,0.28746896640735625,0.23674449250335985,98.49017308150935,39.54562987832502,42,2022-03-13 17:10:31,145,0.5245598190761852
22,Awareness,frequent,0.09715110579283795,0.060056953265275485,92.31161527214758,56.782727429871414,30,2020-12-05 19:21:44,111,0.5667117525759302
253,Consideration,frequent,0.19055286693572196,0.14945461524808634,52.3830923816824,59.69380866101412,39,2021-08-18 19:30:19,235,0.5509188132992725
748,Awareness,one_time,0.0718869699308818,0.08522364850076078,31.8787240961586,46.32468983047256,25,2018-05-05 14:37:10,225,0.3902041377713227
857,Awareness,frequent,0.08344019239023112,0.09656353760611741,66.44627904250866,64.65560412788798,21,2018-08-18 11:20:43,344,0.5967395126260575
561,Consideration,frequent,0.1064718103033766,0.1297714249685016,73.98622005907403,60.49227653549229,59,2021-06-15 04:19:47,13,0.8812973445770707
475,Awareness,frequent,0.08629356930574741,0.05566121142237523,63.795410864096965,48.56002648581238,20,2018-10-08 15:24:43,10,0.8062866268585744
